Irradiance[W· m^{−2}],CO2[kg·m^{−3}],Temperature[^oC],Humidity[kg·m^{−3}],Relative Humidity[%]
0.0,0.0007779806763762062,9.5,0.008079105250771384,88.9808994437576
0.0,0.0007775474278608155,9.65750000000489,0.008264593330263676,90.11887565377111
0.0,0.0007771558161450992,9.799999999329449,0.008419284674547313,90.98051253204606
0.0,0.0007768446620286426,9.913333333008302,0.008529936159910996,91.51741651385194
0.0,0.0007766068803734228,10.0,0.008620197596269719,91.98032685247449
0.0,0.0007764240794444486,10.066666666503686,0.008716048857381028,92.61207030706834
0.0,0.0007763327031870598,10.1,0.008769134181316206,92.98012738355243
0.0,0.0007763327031870598,10.1,0.008769134181316206,92.98012738355243
0.0,0.0007763327031870598,10.1,0.008769134181316206,92.98012738355243
0.0,0.0007763327031870598,10.1,0.008769134181316206,92.98012738355243
0.0,0.0007763327031870598,10.1,0.008769134181316206,92.98012738355243
0.0,0.0007770191158306791,9.850000001047738,0.008632542729706193,92.99020404440994
0.0,0.0007777055284800519,9.6,0.008495951276951285,92.98005541945405
0.25675675663124253,0.00077756805180894,9.649999999999999,0.008522969847293248,92.98046853160147
0.9999999945630899,0.0007774305751378282,9.7,0.008549988417635213,92.9800698354835
12.643243186371818,0.0007775680518083639,9.650000000209547,0.008530249715058726,93.05988750377584
37.0,0.0007777055284800519,9.6,0.008495951276951285,92.98005541945405
77.45873593217458,0.0007772737504360042,9.757142856489981,0.008462149575289075,91.69225837123315
136.0,0.0007766068803734228,10.0,0.008432801996350815,89.98075452959463
219.31547996690682,0.0007761956560928169,10.15,0.008412886799520049,88.9215794060767
305.9999996127385,0.0007757849291884912,10.299999999042068,0.008403077215142996,87.9812229704492
374.6548160322384,0.0007753029643568805,10.47619047559272,0.008461263203010497,87.6123216051911
423.0,0.0007746916969446352,10.7,0.00851944919136571,86.98148991652786
449.17096768234285,0.0007734211248397976,11.16666666517655,0.008223579826836011,81.53853833202486
461.0,0.0007725144499481282,11.5,0.007927710459826364,76.9837118925135
359.01466483822907,0.000772921918067247,11.35000000006985,0.008030607211256367,78.71713703509228
218.0000004361868,0.0007736015415193318,11.100000001117587,0.00813350396268637,80.982816189467
140.98533540275065,0.0007740593963322463,10.931818182357926,0.007836853061524134,78.85613915502279
103.0,0.0007746916969446352,10.7,0.007540202157875399,76.98361751232926
124.99999990779907,0.0007769723532147148,9.868181821049868,0.007658314987962873,82.40089561216803
147.0,0.0007796356609740638,8.9,0.007776427819040358,88.9808163665091
124.62295083020489,0.0007809851841908114,8.41249999999418,0.007228735226114426,85.33226307928257
87.00000017038622,0.0007821313824498238,8.000000002514572,0.006681042633188494,80.98242661994774
52.831072275775966,0.0007834482400911125,7.527500001477311,0.006764977823798369,84.53362365908394
25.0,0.0007846431335512388,7.1,0.006848913015111781,87.98078307194518
8.04597705143675,0.0007856314131303132,6.747500000831205,0.0068389331630417105,89.88439013240847
0.0,0.0007863266160476835,6.5,0.006811780545183772,90.98004133389149
0.0,0.000786628967593663,6.392500000001397,0.006585817996831954,88.57998835478492
0.0,0.0007868893833501773,6.300000000670552,0.006354169302931251,85.98111058890034
0.0,0.0007873437796042844,6.138750000539934,0.006317343726587384,86.386946473219
0.0,0.0007877350463110682,6.0,0.0063033770618186775,86.98084932038293
0.0,0.0007878938037973693,5.943750000104774,0.006318822912730971,87.51526878724853
0.0,0.00078801733803166,5.9,0.006334268763772729,87.980615140328
0.0,0.0007881938842002554,5.837499999982538,0.006242095660463588,87.05570552535468
0.0,0.0007882998321481796,5.8,0.006149922557154446,85.98104195625021
0.0,0.0007880174392308073,5.8999999995809045,0.006152150446771087,85.45106008972401
0.0,0.0007877350463110682,6.0,0.006158471842006754,84.98128956589137
0.0,0.0007889451070567055,5.572500001774868,0.006257121105002859,88.79394857554159
0.0,0.0007902829763799989,5.1,0.0063516768632026046,92.97939444038994
0.0,0.0007904889412384235,5.027499999985332,0.006330817505522231,93.11780062937419
0.0,0.0007905670975291559,5.0,0.006309958147841858,92.9793794743111
0.0,0.0007901412219172601,5.149999999371357,0.006372897038550901,92.9833534631263
0.0,0.0007897153463017946,5.3,0.006435835929787493,92.97942433569263
0.0,0.0007899861910256048,5.20454545496859,0.006395585436504087,92.97994439486106
0.0,0.0007905670975291559,5.0,0.006309958147841858,92.9793794743111
0.0,0.0007917063743701415,4.6000000000000005,0.00614631428519933,92.99221747271864
0.0,0.0007928474424978117,4.200000001219186,0.005984716199670608,92.9792593014134
0.0,0.0007934326313196751,3.9954545459838986,0.00590398006371214,92.97981628801034
0.0,0.0007937059670735777,3.9,0.005866574946218105,92.97921403194668
0.0,0.0007932290434109563,4.066666665978523,0.005942197076035111,93.13977153925914
0.0,0.0007925616802225074,4.3,0.00602455493318915,92.97927436636101
1.8975903604478797,0.0007922951061050113,4.393333333336024,0.006031803331213321,92.51695187706802
6.9999999641833535,0.0007919907731980653,4.49999999910593,0.006039282229713892,91.97952699599175
34.44601140999514,0.0007910392547920529,4.834117645711802,0.006146933520665298,91.57381996125962
83.0,0.0007897153463017946,5.3,0.006297430856028622,90.97986682309708
146.43043638546266,0.000788459923558048,5.743382351822563,0.006403427391476146,89.85784426758681
218.0,0.0007871710691882395,6.2,0.006459664491530203,87.98065727774045
283.6445661914527,0.0007858150750577548,6.682142857166378,0.006459743778286216,85.26200155948398
342.999999707608,0.0007846431335562675,7.099999998203877,0.006459770230162247,82.98187495251058
393.5813952014569,0.000783850220598475,7.383482142074012,0.006412404428885021,80.8765919924003
433.0,0.0007832457281486541,7.6,0.006350396122295542,78.98281082073542
462.99999992665835,0.0007827491241525704,7.778124999589636,0.006328186060834791,77.80821589466424
478.0,0.0007824096715094633,7.9,0.0063104028910505585,76.98328235243946
476.64583333404477,0.0007822646942316717,7.952083333332687,0.006285000859088118,76.41696869333525
473.00000002561137,0.0007821313824578555,7.999999999627471,0.006268632594115992,75.9835114107554
453.1934524707954,0.0007818070251297342,8.11666666626568,0.006266788935195091,75.39391685027707
418.0,0.0007815753978238305,8.2,0.006266127122448438,74.98375190898304
374.1586223598168,0.0007815753978238305,8.2,0.006266127122448438,74.98375190898304
319.0,0.0007815753978238305,8.2,0.006266127122448438,74.98375190898304
252.72127013458595,0.0007820678404693698,8.022916666757212,0.006164971162310877,74.61702107577246
179.00000040723037,0.0007829668441390728,7.700000001629815,0.0059869459289049855,73.98391040441598
90.14805383498818,0.0007839220102561709,7.357852565253186,0.00577743346162644,72.98878859092372
27.0,0.0007849232131991243,7.0,0.00564479026790043,72.98404712782045
9.59573135962836,0.000785728057905593,6.712980769891314,0.005685595327263179,74.89379450374915
2.0,0.0007866078990439446,6.4,0.005726400386967951,76.98309964796488
0.5370370367575765,0.0007880812311372262,5.877678571404071,0.005579897674377182,77.61595971910441
0.0,0.000789431836928646,5.4000000015965535,0.005433394961786413,77.98275550435585
0.0,0.0007902019012207196,5.128571429281324,0.0055894048381446605,81.66701063833432
0.0,0.0007905670975291559,5.0,0.0059028640737875445,86.98070983080716
0.0,0.0007873253355097288,6.149999995180406,0.0064467874566319725,88.09230520873899
0.0,0.0007840835734631295,7.3,0.006859290554553072,86.98102895897767
0.0,0.0007845033432899263,7.150000000069849,0.0068903485803089,88.22695136790668
0.0,0.0007852034928650498,6.900000001117587,0.006914345314850834,89.98031780630782
0.0,0.00078590524433131,6.650000000768341,0.006984828915970682,92.38541555675116
0.0,0.0007863266160476835,6.5,0.0070363447389810395,93.97938335588792
0.0,0.0007863266160476835,6.5,0.0070363447389810395,93.97938335588792
0.0,0.0007863266160476835,6.5,0.0070363447389810395,93.97938335588792
